pattern,rating,events,actions,conds,pattern_str
"-1.4075407,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.9365706,2.4387634,1.1058197,-0.59265476,-1.5163788,-2.3391485,-1.5709832,-0.533942,1.6944814,-0.42135644,-0.9193563,-0.70110875,-1.4916052,-1.5709832,-1.4916052,0.8875988,0.98656845,-1.5447567,2.4671645,1.3503237,-1.9365706,0.8306404,0.23823257,-1.097355,0.51850706,0.75059354,-0.59265476,1.5696951,-0.8151432,-0.3202828,0.5695951,0.45158234,0.5034497,-1.9899977,1.160955,-1.5447567,0.51850706,-0.48989916,-2.8288364,-1.0052798,-0.013760341,0.0,-0.44719154,1.191347,1.1558291,0.42730334,0.82735944,0.0",4.6209375,"[4, 8, 10, 38, 13, 106, 24, 13]","['v-> ', 'vnot -> ', 'not <', 'v= ', '=', 'vnot +> ', 'v-> ', '<', 'nop', 'vnot *= ', 'nop', 'vnot +> ', 'nop', '>', 'not <', 'v-> ', 'not =', 'v-> ', '>', 'nop', '=', 'not =', 'v= ', 'v-> ', 'nop', '<', 'nop', 'nop', 'v-> ', 'v*= ', '=', '=', 'not <', 'v-> ', 'not <', '>', 'nop', 'v> ', 'not >', 'not =']","['or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'or']",a.x ->  b.x + 34964 or a.y not ->  f.y + 78828 or a.z not < g.z or a.vx =  17603 or a.vy = e.vy AND b.x not +>  a.x + 2902 and b.y ->  g.y + 13545 or b.z < h.z AND c.y not +>  a.y + 34442 and c.vx > g.vx and c.vy not < a.vy AND d.x ->  c.x + 68227 and d.y not = e.y and d.z ->  b.z + 14577 or d.vx > f.vx AND e.x = h.x and e.y not = f.y and e.z =  2430 or e.vx ->  h.vx + 12179 AND f.x < e.x or f.vx ->  d.vx + 7230 or f.vy not = g.vy + 10089 AND g.x = h.x and g.y = b.y and g.z not < f.z and g.vx ->  e.vx + 18398 or g.vy not < f.vy AND h.z >  12217
"-1.5447567,0.0,0.0,0.0,0.0,0.0,0.0,-0.40365463,0.26178116,0.93547255,-0.21007293,0.98656845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4879987409650446,[13],"['v+> ', '<', 'nop', '=', 'nop']","['or', 'or', 'and', 'and', 'and']",
"-1.5447567,0.0,0.0,0.0,0.0,0.0,-1.694771,-0.40365463,0.26178116,0.93547255,-0.21007293,0.98656845,0.0,-1.2866352,0.70324695,-0.36973283,0.5417878,0.20858277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1999999999999997,"[13, 105]","['v+> ', '<', 'nop', '=', 'nop', 'nop', 'nop', 'nop', 'nop', 'nop']","['or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and']",a.x +>  b.x + 51565 AND 
"-1.5447567,0.0,0.0,0.0,0.0,0.0,-1.694771,-0.40365463,0.26178116,0.93547255,-0.21007293,0.98656845,-0.1984051,-1.2866352,0.70324695,-0.36973283,0.5417878,0.20858277,0.0,-0.3290061,1.2311498,0.82735944,0.42730334,-2.3828845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.365,"[13, 105, 16]","['v+> ', '<', 'nop', '=', 'nop', 'nop', 'nop', 'nop', 'nop', 'nop', 'vnot -> ', 'v< ', 'not =', 'nop', 'nop']","['or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and']",a.x +>  b.x + 51565 or a.vx = c.vx AND  AND c.y <  73143
"-1.5447567,0.0,0.0,0.0,0.0,0.0,-1.694771,-0.40365463,0.26178116,0.93547255,-0.21007293,0.98656845,-0.1984051,-1.2866352,0.70324695,-0.36973283,0.5417878,0.20858277,-1.694771,-0.3290061,1.2311498,0.82735944,0.42730334,-2.3828845,0.0,0.7170576,1.0012351,-0.3707649,0.23147236,0.5695951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.1875,"[13, 105, 16, 105]","['v+> ', '<', 'nop', '=', 'nop', 'nop', 'nop', 'nop', 'nop', 'nop', 'vnot -> ', 'v< ', 'not =', 'nop', 'nop', 'nop', 'nop', 'vnot -> ', 'v-> ', '<']","['or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or']",a.x +>  b.x + 51565 or a.vx = c.vx AND  AND c.y <  73143
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.0,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4791001980595708,[61],"['<', 'not <', 'vnot -> ', 'nop', 'v-> ']","['or', 'or', 'and', 'and', 'or']",
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.7322185,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,0.0,-0.5058879,0.93547255,-2.3177514,1.2697083,0.30204406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6999999999999993,"[61, 44]","['<', 'not <', 'vnot -> ', 'nop', 'v-> ', 'v-> ', 'vnot +> ', 'v< ', '=', '=']","['or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or']",a.vy ->  b.vy + 17719 AND b.z <  12493
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.7322185,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,-0.780799,-0.5058879,0.93547255,-2.3177514,1.2697083,0.30204406,0.0,-0.80704266,1.1759754,0.514643,0.67821145,0.51850706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.275,"[61, 44, 8]","['<', 'not <', 'vnot -> ', 'nop', 'v-> ', 'v-> ', 'vnot +> ', 'v< ', '=', '=', 'vnot +> ', 'nop', 'nop', 'nop', '=']","['or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and']",a.vy ->  b.vy + 17719 AND b.z <  12493
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.7322185,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,-0.780799,-0.5058879,0.93547255,-2.3177514,1.2697083,0.30204406,-0.43920648,-0.80704266,1.1759754,0.514643,0.67821145,0.51850706,0.0,0.060902335,1.1759754,-0.828609,0.13492487,-2.0041046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.797499999999999,"[61, 44, 8, 67]","['<', 'not <', 'vnot -> ', 'nop', 'v-> ', 'v-> ', 'vnot +> ', 'v< ', '=', '=', 'vnot +> ', 'nop', 'nop', 'nop', '=', 'v-> ', 'vnot < ', 'vnot -> ', 'not <', 'v+> ']","['or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or']",a.vy ->  b.vy + 17719 AND b.z <  12493 AND c.x not +>  d.x + 45049 AND d.y not <  96970
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.7322185,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,-0.780799,-0.5058879,0.93547255,-2.3177514,1.2697083,0.30204406,-0.43920648,-0.80704266,1.1759754,0.514643,0.67821145,0.51850706,-0.43920648,0.060902335,1.1759754,-0.828609,0.13492487,-2.0041046,0.0,1.1391683,-0.7902121,-0.19799502,0.7593136,-0.80489016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.438749999999999,"[61, 44, 8, 67, 67]","['<', 'not <', 'vnot -> ', 'nop', 'v-> ', 'v-> ', 'vnot +> ', 'v< ', '=', '=', 'vnot +> ', 'nop', 'nop', 'nop', '=', 'v-> ', 'vnot < ', 'vnot -> ', 'not <', 'v+> ', 'v*= ', 'not >', 'not =', 'v*= ', 'nop']","['or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or']",a.z not ->  e.z + 10019 and a.vy ->  b.vy + 17719 AND b.z <  12493 AND c.x not +>  d.x + 45049 AND d.x ->  c.x + 68562 or d.y not <  96970 or d.z not ->  a.z + 2911 and d.vx not < b.vx or d.vy +>  a.vy + 7944
"-2.4377851,0.0,0.0,0.0,0.0,0.0,0.7322185,1.6944814,0.114915974,1.2219825,1.0012351,-1.9365706,-0.780799,-0.5058879,0.93547255,-2.3177514,1.2697083,0.30204406,-0.43920648,-0.80704266,1.1759754,0.514643,0.67821145,0.51850706,-0.43920648,0.060902335,1.1759754,-0.828609,0.13492487,-2.0041046,-0.97793466,1.1391683,-0.7902121,-0.19799502,0.7593136,-0.80489016,1.0581945,-0.3177787,1.160955,1.2311498,-0.14290033,-0.2224124,-1.4075407,1.1509749,1.2311498,1.1558291,-2.0731864,-0.74187076,0.0,0.28357446,-0.425751,1.2219825,0.8414978,0.28232518,0.0",7.01984375,"[61, 44, 8, 67, 67, 53, 28, 4]","['<', 'not <', 'vnot -> ', 'nop', 'v-> ', 'v-> ', 'vnot +> ', 'v< ', '=', '=', 'vnot +> ', 'nop', 'nop', 'nop', '=', 'v-> ', 'vnot < ', 'vnot -> ', 'not <', 'v+> ', 'v*= ', 'not >', 'not =', 'v*= ', 'nop', 'not >', 'v*= ', 'v< ', '<', 'v> ', 'vnot *= ', 'v< ', 'v> ', '>', '<', 'not >', '>', 'vnot -> ', 'v+> ', 'vnot +> ']","['or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'or']",a.x < h.x or a.y not < h.y or a.z not ->  e.z + 10019 and a.vy ->  b.vy + 17719 AND b.x ->  f.x + 58042 and b.y not +>  f.y + 9645 and b.z <  12493 and b.vx = f.vx or b.vy = h.vy AND c.x not +>  d.x + 45049 or c.vy = h.vy AND d.x ->  c.x + 68562 or d.y not <  96970 or d.z not ->  a.z + 2911 and d.vx not < b.vx or d.vy +>  a.vy + 7944 AND e.x not = b.x + 40037 or e.y not > h.y or e.z not = b.z or e.vx not = a.vx + 785 AND f.x not > b.x and f.y not = g.y + 71497 and f.z <  6426 or f.vx < e.vx and f.vy >  8384 AND g.x = f.x * 81491 and g.y <  28284 or g.z >  1942 or g.vx > a.vx or g.vy < d.vy
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,0.0,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.119999999999999,"[10, 64]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and']",a.vx = b.vx
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,0.0,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.965,"[10, 64, 4]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.vx = b.vx AND c.vy not =  10987
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,-1.4075407,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,0.0,-0.2224124,-0.024493972,-1.0727589,0.62295747,-0.8217742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.275,"[10, 64, 4, 4]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ', 'v> ', 'nop', 'nop', 'nop', 'v*= ']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or']",a.vx = b.vx and a.vy not = d.vy + 859 AND c.y not = d.y + 81865 or c.vy not =  10987 AND d.x >  75442
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,-1.4075407,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,-0.43920648,-0.2224124,-0.024493972,-1.0727589,0.62295747,-0.8217742,0.0,1.1759754,-0.013760341,1.1575181,-0.57533616,0.42730334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1725846734843042,"[10, 64, 4, 4, 67]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ', 'v> ', 'nop', 'nop', 'nop', 'v*= ', 'vnot < ', 'not <', '=', 'vnot -> ', 'nop']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or']",a.z not > e.z or a.vx = b.vx and a.vy not = d.vy + 859 AND b.vx not ->  e.vx + 8058 AND c.y not = d.y + 81865 or c.vy not =  10987 AND d.x >  75442 and d.vy not = e.vy + 15661 AND e.x not <  59546
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,-1.4075407,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,-0.43920648,-0.2224124,-0.024493972,-1.0727589,0.62295747,-0.8217742,-0.6528255,1.1759754,-0.013760341,1.1575181,-0.57533616,0.42730334,0.0,-0.57485276,-1.0052798,-1.3864828,1.0486068,0.30204406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.64875,"[10, 64, 4, 4, 67, 66]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ', 'v> ', 'nop', 'nop', 'nop', 'v*= ', 'vnot < ', 'not <', '=', 'vnot -> ', 'nop', 'not <', 'v-> ', 'nop', 'not >', '=']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or']",a.z not > e.z or a.vx = b.vx and a.vy not = d.vy + 859 AND b.vx not ->  e.vx + 8058 AND c.y not = d.y + 81865 or c.vy not =  10987 AND d.x >  75442 and d.vy not = e.vy + 15661 AND e.x not <  59546 or e.y not < f.y
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,-1.4075407,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,-0.43920648,-0.2224124,-0.024493972,-1.0727589,0.62295747,-0.8217742,-0.6528255,1.1759754,-0.013760341,1.1575181,-0.57533616,0.42730334,0.39898214,-0.57485276,-1.0052798,-1.3864828,1.0486068,0.30204406,0.0,1.1509749,0.37019357,1.1575181,0.21435185,-1.7677557,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.126517857142856,"[10, 64, 4, 4, 67, 66, 19]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ', 'v> ', 'nop', 'nop', 'nop', 'v*= ', 'vnot < ', 'not <', '=', 'vnot -> ', 'nop', 'not <', 'v-> ', 'nop', 'not >', '=', 'vnot *= ', 'vnot -> ', '=', 'not =', 'not <']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and']",a.z not > e.z or a.vx = b.vx and a.vy not = d.vy + 859 AND b.vx not ->  e.vx + 8058 AND c.y not = d.y + 81865 or c.vy not =  10987 AND d.x >  75442 and d.vy not = e.vy + 15661 AND e.x not <  59546 or e.y not < f.y or e.vx not ->  g.vx + 12950 AND f.x not < g.x and f.y ->  e.y + 14700 or f.vx not > e.vx
"-2.3391485,0.0,0.0,0.0,0.0,0.0,-0.15519889,1.2219825,-1.7289215,0.42730334,-0.48989916,-2.0169928,-1.4075407,1.1867297,-0.6023458,-1.7289215,1.2219825,-0.3707649,-1.4075407,1.0012351,0.50430065,0.37936008,-0.6023458,0.81517947,-0.43920648,-0.2224124,-0.024493972,-1.0727589,0.62295747,-0.8217742,-0.6528255,1.1759754,-0.013760341,1.1575181,-0.57533616,0.42730334,0.39898214,-0.57485276,-1.0052798,-1.3864828,1.0486068,0.30204406,-0.70110875,1.1509749,0.37019357,1.1575181,0.21435185,-1.7677557,0.0,1.1411618,0.28357446,1.950464,2.1476314,1.1058197,0.0",4.4396875,"[10, 64, 4, 4, 67, 66, 19, 38]","['nop', 'nop', 'not >', '=', 'v*= ', 'vnot -> ', 'vnot *= ', 'not =', 'vnot -> ', 'vnot -> ', '<', 'v*= ', 'not <', 'vnot *= ', 'vnot = ', 'v> ', 'nop', 'nop', 'nop', 'v*= ', 'vnot < ', 'not <', '=', 'vnot -> ', 'nop', 'not <', 'v-> ', 'nop', 'not >', '=', 'vnot *= ', 'vnot -> ', '=', 'not =', 'not <', 'nop', 'not >', 'vnot -> ', 'nop', 'not <']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or']",a.z not > e.z or a.vx = b.vx and a.vy not = d.vy + 859 AND b.y = h.y * 69589 or b.z not = h.z or b.vx not ->  e.vx + 8058 AND c.x < h.x and c.y not = d.y + 81865 or c.vx = h.vx * 18850 or c.vy not =  10987 AND d.x >  75442 and d.vy not = e.vy + 15661 AND e.x not <  59546 or e.y not < f.y or e.vx not ->  g.vx + 12950 AND f.x not < g.x and f.y ->  e.y + 14700 or f.vx not > e.vx and f.vy = h.vy AND g.x = f.x * 16796 and g.y not ->  f.y + 34330 and g.z = e.z or g.vx not = h.vx and g.vy not < d.vy
"-1.5209842,0.0,0.0,0.0,0.0,0.0,-2.3391485,0.7090128,1.1411618,1.0470855,-2.8288364,-0.2224124,0.0,0.45158234,0.16328637,1.1867297,0.45158234,-0.44719154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.119999999999999,"[74, 10]","['nop', '=', 'not >', 'not <', 'v> ', 'vnot -> ', 'v+> ', 'vnot -> ', 'vnot -> ', '>']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or']",a.vy >  15614
"-1.5209842,0.0,0.0,0.0,0.0,0.0,-2.3391485,0.7090128,1.1411618,1.0470855,-2.8288364,-0.2224124,-0.780799,0.45158234,0.16328637,1.1867297,0.45158234,-0.44719154,0.0,0.54360217,-0.8138284,-1.6198473,0.93547255,0.061730605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.445,"[74, 10, 8]","['nop', '=', 'not >', 'not <', 'v> ', 'vnot -> ', 'v+> ', 'vnot -> ', 'vnot -> ', '>', 'vnot -> ', 'vnot < ', 'nop', 'vnot +> ', 'vnot *= ']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or']",a.vy >  15614 AND b.x not ->  a.x + 71066 or b.vx not ->  a.vx + 3789 AND c.y not <  57425
"-1.5209842,0.0,0.0,0.0,0.0,0.0,-2.3391485,0.7090128,1.1411618,1.0470855,-2.8288364,-0.2224124,-0.780799,0.45158234,0.16328637,1.1867297,0.45158234,-0.44719154,0.35382015,0.54360217,-0.8138284,-1.6198473,0.93547255,0.061730605,0.0,-0.48989916,-0.828609,-0.015504056,1.2311498,-0.8217742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.1075,"[74, 10, 8, 97]","['nop', '=', 'not >', 'not <', 'v> ', 'vnot -> ', 'v+> ', 'vnot -> ', 'vnot -> ', '>', 'vnot -> ', 'vnot < ', 'nop', 'vnot +> ', 'vnot *= ', '=', 'vnot -> ', '>', 'v< ', 'nop']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or']",a.y = d.y or a.vy >  15614 AND b.x not ->  a.x + 71066 or b.vx not ->  a.vx + 3789 AND c.y not <  57425 and c.vy = b.vy * 9874 AND d.vx <  783
"-1.5209842,0.0,0.0,0.0,0.0,0.0,-2.3391485,0.7090128,1.1411618,1.0470855,-2.8288364,-0.2224124,-0.780799,0.45158234,0.16328637,1.1867297,0.45158234,-0.44719154,0.35382015,0.54360217,-0.8138284,-1.6198473,0.93547255,0.061730605,-1.5209842,-0.48989916,-0.828609,-0.015504056,1.2311498,-0.8217742,0.0,-0.12275224,0.19967873,1.1788217,-0.57485276,0.50430065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.4239999999999995,"[74, 10, 8, 97, 74]","['nop', '=', 'not >', 'not <', 'v> ', 'vnot -> ', 'v+> ', 'vnot -> ', 'vnot -> ', '>', 'vnot -> ', 'vnot < ', 'nop', 'vnot +> ', 'vnot *= ', '=', 'vnot -> ', '>', 'v< ', 'nop', '<', 'v*= ', 'vnot *= ', 'not <', 'v*= ']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and']",a.y = d.y or a.vy >  15614 AND b.x not ->  a.x + 71066 or b.vx not ->  a.vx + 3789 AND c.y not <  57425 and c.vy = b.vy * 9874 AND d.x = b.x and d.y not ->  a.y + 46128 or d.vx <  783
