pattern,rating,events,pattern_str
"-0.37491867,0.0,0.0,0.0,0.0,0.0,0.0,-0.57599825,-1.7178416,0.76936793,-0.16781132,0.45668635,-0.80473703,1.647339,-0.37491867,0.97713107,-1.788191,0.46278405,-0.80473703,1.647339,-0.5906557,-1.3817958,-0.15749894,-0.94517195,0.61518407,-0.6918339,-0.7037831,0.6157803,0.9329657,1.729262,-0.94517195,-1.2230517,0.72803485,1.4504056,1.4504056,-0.30980763,1.0466249,0.46278405,-0.6925715,-0.25866097,1.612446,2.1559265,0.73977643,0.76936793,0.28626758,1.0865178,2.179264,0.45416978,-0.28199905,0.9329657,1.8878331,1.2462972,1.5827352,-0.80473703,1.308013,-0.7037831,2.4530919,0.6157803,0.03842706,-0.49161163,-0.24198711,-0.5188604,-0.80473703,0.0,0.97713107,0.1530372,1.612446,0.45668635,-2.4463813,0.005565719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9.1073875,"[106, 62, 106, 4, 69, 8, 97, 69, 88]",a.y < e.y and a.z < e.z and a.vx < e.vx and a.vy < e.vy and a.vz < e.vz and c.x < e.x and c.y < e.y and c.z < e.z and c.vx < e.vx and c.vy < e.vy and c.vz < e.vz and d.y not < c.y and d.z not < c.z and d.vx not < c.vx and d.vy not < c.vy and d.vz not < c.vz and e.x < a.x and e.y < a.y and e.z < a.z and e.vx < a.vx and e.vy < a.vy and e.vz < a.vz and f.y not = b.y and f.z not = b.z and f.vx not = b.vx and f.vz not = b.vz and g.y < i.y and g.z < i.z and g.vx < i.vx and g.vz < i.vz and h.x < a.x and h.y < a.y and h.vx < a.vx and h.vy < a.vy and  and i.y <  20718 and i.z <  8605 and i.vx <  3969 and i.vy <  14365 and i.vz <  16139
"0.09538865,0.0,0.0,0.0,0.0,0.0,0.0,-1.178099,-0.49161163,0.005446672,-0.5911527,-0.80473703,-1.3033077,0.9138996,-0.3039613,-0.15749894,0.15437005,0.90814424,1.8942884,0.45668635,-0.7013677,0.0,1.770605,0.82899135,0.46278405,-0.75572586,0.6467031,0.48705682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.9459999999999997,"[105, 68, 13]",
"0.09538865,0.0,0.0,0.0,0.0,0.0,0.0,-1.178099,-0.49161163,0.005446672,-0.5911527,-0.80473703,-1.3033077,0.9138996,-0.3039613,-0.15749894,0.15437005,0.90814424,1.8942884,0.45668635,-0.7013677,-1.3817958,1.770605,0.82899135,0.46278405,-0.75572586,0.6467031,0.48705682,0.86336315,0.005446672,2.1125922,-0.24198711,1.3081214,-0.28199905,1.6699722,1.6112744,0.9138996,0.45668197,-0.6918339,0.45416978,0.5830019,1.612446,0.8296472,0.6876986,1.8878331,-0.75572586,1.179451,-1.7072062,1.6699722,1.6112744,0.17272791,0.69753945,0.87450147,1.4504056,0.45416978,0.82899135,0.0,-0.7136242,0.82107145,-0.8449828,0.005565719,0.48705682,-0.6918339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.66171375,"[105, 68, 13, 4, 57, 10, 64, 10]",a.x < h.x and a.y < h.y and a.z < h.z and a.vx < h.vx and a.vy < h.vy and a.vz < h.vz and b.x > e.x and b.y > e.y and b.z > e.z and b.vx > e.vx and b.vy > e.vy and  and c.z not > a.z and c.vx not > a.vx and c.vy not > a.vy and c.vz not > a.vz and d.x not < c.x and d.vx not < c.vx and d.vy not < c.vy and  and e.x not = a.x and e.y not = a.y and e.z not = a.z and e.vx not = a.vx and e.vy not = a.vy and e.vz not = a.vz and f.x not > c.x and f.y not > c.y and f.z not > c.z and f.vx not > c.vx and f.vy not > c.vy and  and g.x > d.x and g.y > d.y and g.z > d.z and g.vx > d.vx and g.vy > d.vy and g.vz > d.vz and 
"2.8721137,0.0,0.0,0.0,0.0,0.0,0.0,0.09538865,0.005446672,0.5830019,1.729262,0.4302182,-1.3869828,0.005565719,1.6112744,1.9376591,0.005565719,-0.11276989,0.72803485,-0.124371804,-0.16781132,1.6112744,0.03842706,0.1466999,0.5766828,0.72160727,-0.7136242,-0.28199905,1.0655994,1.8942884,-1.7178416,1.2679509,-1.4926343,0.667878,0.8077801,-0.28265157,-0.11276989,1.2462972,0.17594187,-0.17092167,-1.3033077,-2.7854896,0.0,-0.2287743,-0.03968005,2.645703,0.28626758,0.1530372,0.5830019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.8435775,"[59, 105, 10, 10, 63, 38]",a.y = d.y and a.z = d.z and a.vx = d.vx and a.vy = d.vy and a.vz = d.vz and d.x not > c.x and d.z not > c.z and d.vx not > c.vx and d.vy not > c.vy and  and e.y =  703 and  and 
"2.8721137,0.0,0.0,0.0,0.0,0.0,0.0,0.09538865,0.005446672,0.5830019,1.729262,0.4302182,-1.3869828,0.005565719,1.6112744,1.9376591,0.005565719,-0.11276989,0.72803485,-0.124371804,-0.16781132,1.6112744,0.03842706,0.1466999,0.5766828,0.72160727,-0.7136242,-0.28199905,1.0655994,1.8942884,-1.7178416,1.2679509,-1.4926343,0.667878,0.8077801,-0.28265157,-0.11276989,1.2462972,0.17594187,-0.17092167,-1.3033077,-2.7854896,-1.9298718,-0.2287743,-0.03968005,2.645703,0.28626758,0.1530372,0.5830019,0.0,-0.80473703,0.87450147,-1.3033077,-0.17092167,0.45416978,-0.6573556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.367015,"[59, 105, 10, 10, 63, 38, 66]",a.y = d.y and a.z = d.z and a.vx = d.vx and a.vy = d.vy and a.vz = d.vz and d.x not > c.x and d.z not > c.z and d.vx not > c.vx and d.vy not > c.vy and  and e.y =  703 and  and f.y > g.y and f.z > g.z and f.vx > g.vx and f.vy > g.vy and f.vz > g.vz and 
"-0.28265157,0.0,0.0,0.0,0.0,0.0,0.0,-0.010716301,0.04709822,-0.6837052,-0.2287743,-0.28199905,-0.17092167,1.8878331,0.0,0.97713107,0.4302182,0.6157803,0.72803485,0.04709822,1.0466249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.9,"[38, 53]",
"-0.28265157,0.0,0.0,0.0,0.0,0.0,0.0,-0.010716301,0.04709822,-0.6837052,-0.2287743,-0.28199905,-0.17092167,1.8878331,1.6644884,0.97713107,0.4302182,0.6157803,0.72803485,0.04709822,1.0466249,1.6112744,0.48705682,-0.663891,0.17594187,0.6989373,-0.94517195,-1.7072062,-0.23630635,-1.031584,-0.75572586,-1.3033077,-0.15749894,-1.2230517,2.645703,1.6644884,0.45668197,0.69753945,-1.7178416,1.647339,1.308013,2.1559265,-0.37491867,0.90814424,0.21228214,0.48705682,0.005446672,-0.48135146,-0.03968005,0.670316,-1.7178416,-0.61034095,-0.8114813,-0.17092167,-0.44373274,-0.44373274,-1.3817958,1.4051558,-0.34088725,0.17594187,-0.25866097,-0.34088725,0.7016011,0.0,0.48705682,-1.5368764,-0.7013677,0.69753945,-1.5368764,-0.11276989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.770655625,"[38, 53, 40, 10, 54, 40, 106, 19, 4]",a.y > g.y and a.z > g.z and a.vx > g.vx and a.vy > g.vy and a.vz > g.vz and d.x not > c.x and d.y not > c.y and d.z not > c.z and d.vx not > c.vx and d.vy not > c.vy and d.vz not > c.vz and e.z = g.z and e.vx = g.vx and e.vy = g.vy and  and f.x < c.x and f.y < c.y and f.z < c.z and f.vx < c.vx and f.vy < c.vy and f.vz < c.vz and g.x < e.x and g.y < e.y and g.z < e.z and g.vx < e.vx and g.vy < e.vy and g.vz < e.vz and h.x = a.x and h.y = a.y and h.vx = a.vx and h.vy = a.vy and h.vz = a.vz and 
"-0.28265157,0.0,0.0,0.0,0.0,0.0,0.0,-0.010716301,0.04709822,-0.6837052,-0.2287743,-0.28199905,-0.17092167,1.8878331,1.6644884,0.97713107,0.4302182,0.6157803,0.72803485,0.04709822,1.0466249,1.6112744,0.48705682,-0.663891,0.17594187,0.6989373,-0.94517195,-1.7072062,-0.23630635,-1.031584,-0.75572586,-1.3033077,-0.15749894,-1.2230517,2.645703,1.6644884,0.45668197,0.69753945,-1.7178416,1.647339,1.308013,2.1559265,-0.37491867,0.90814424,0.21228214,0.48705682,0.005446672,-0.48135146,-0.03968005,0.670316,-1.7178416,-0.61034095,-0.8114813,-0.17092167,-0.44373274,-0.44373274,-1.3817958,1.4051558,-0.34088725,0.17594187,-0.25866097,-0.34088725,0.7016011,1.6112744,0.48705682,-1.5368764,-0.7013677,0.69753945,-1.5368764,-0.11276989,0.0,1.770605,0.1466999,0.76936793,-0.08598071,-1.1649508,1.9376591,0.0",7.145918125,"[38, 53, 40, 10, 54, 40, 106, 19, 4, 10]",a.y > g.y and a.z > g.z and a.vx > g.vx and a.vy > g.vy and a.vz > g.vz and b.x > j.x and b.y > j.y and b.z > j.z and b.vx > j.vx and b.vy > j.vy and b.vz > j.vz and d.x not > c.x and d.y not > c.y and d.z not > c.z and d.vx not > c.vx and d.vy not > c.vy and d.vz not > c.vz and e.z = g.z and e.vx = g.vx and e.vy = g.vy and  and f.x < c.x and f.y < c.y and f.z < c.z and f.vx < c.vx and f.vy < c.vy and f.vz < c.vz and g.x < e.x and g.y < e.y and g.z < e.z and g.vx < e.vx and g.vy < e.vy and g.vz < e.vz and h.x = a.x and h.y = a.y and h.vx = a.vx and h.vy = a.vy and h.vz = a.vz and i.x not < c.x and i.y not < c.y and i.vx not < c.vx and i.vy not < c.vy and i.vz not < c.vz and 
"0.8296472,0.0,0.0,0.0,0.0,0.0,0.0,0.8296472,-0.16781132,-0.11276989,-0.124371804,-1.2230517,1.2807684,-1.5368764,-0.30980763,0.21228214,-0.15749894,-0.73816943,1.647339,-0.03968005,-0.08598071,0.34888828,-1.2230517,-0.03968005,0.9138996,-0.21310684,-2.0706594,0.667878,0.09538865,0.28626758,0.48705682,-0.124371804,-0.94517195,-0.28199905,1.6699722,0.048415564,-0.61034095,0.44557923,2.1125922,-0.94517195,-1.7072062,-0.30600733,-1.9298718,0.82899135,-0.8931989,0.2872325,2.179264,0.48705682,-1.2230517,0.0,2.645703,0.03842706,2.1559265,0.82899135,1.729262,-0.8449828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.2512025,"[64, 64, 8, 99, 105, 71, 66]",a.y > d.y and a.z > d.z and a.vx > d.vx and a.vy > d.vy and a.vz > d.vz and b.x > d.x and b.z > d.z and b.vx > d.vx and b.vy > d.vy and  and c.x not = b.x and c.y not = b.y and c.z not = b.z and c.vx not = b.vx and c.vy not = b.vy and c.vz not = b.vz and d.x = f.x and d.y = f.y and d.vx = f.vx and d.vy = f.vy and d.vz = f.vz and f.x not < a.x and f.y not < a.y and f.z not < a.z and f.vx not < a.vx and f.vz not < a.vz and 
"0.8296472,0.0,0.0,0.0,0.0,0.0,0.0,0.8296472,-0.16781132,-0.11276989,-0.124371804,-1.2230517,1.2807684,-1.5368764,-0.30980763,0.21228214,-0.15749894,-0.73816943,1.647339,-0.03968005,-0.08598071,0.34888828,-1.2230517,-0.03968005,0.9138996,-0.21310684,-2.0706594,0.667878,0.09538865,0.28626758,0.48705682,-0.124371804,-0.94517195,-0.28199905,1.6699722,0.048415564,-0.61034095,0.44557923,2.1125922,-0.94517195,-1.7072062,-0.30600733,-1.9298718,0.82899135,-0.8931989,0.2872325,2.179264,0.48705682,-1.2230517,1.6112744,2.645703,0.03842706,2.1559265,0.82899135,1.729262,-0.8449828,0.73977643,1.179451,-0.03968005,-1.4926343,-0.6925715,0.005446672,-0.48135146,0.0,-1.3033077,0.2872325,-1.3033077,1.4504056,0.44557923,1.8878331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.331532125,"[64, 64, 8, 99, 105, 71, 66, 10, 97]",a.y > d.y and a.z > d.z and a.vx > d.vx and a.vy > d.vy and a.vz > d.vz and b.x > d.x and b.z > d.z and b.vx > d.vx and b.vy > d.vy and  and c.x not = b.x and c.y not = b.y and c.z not = b.z and c.vx not = b.vx and c.vy not = b.vy and c.vz not = b.vz and d.x = f.x and d.y = f.y and d.vx = f.vx and d.vy = f.vy and d.vz = f.vz and e.x < h.x and e.y < h.y and e.vx < h.vx and e.vz < h.vz and f.x not < a.x and f.y not < a.y and f.z not < a.z and f.vx not < a.vx and f.vz not < a.vz and g.x < b.x and g.y < b.y and g.z < b.z and g.vx < b.vx and g.vz < b.vz and h.x not > c.x and h.y not > c.y and h.z not > c.z and h.vx not > c.vx and h.vy not > c.vy and h.vz not > c.vz and 
"-1.178099,0.0,0.0,0.0,0.0,0.0,0.0,-0.37491867,1.5827352,0.04709822,-0.663891,-0.17092167,-0.274198,-0.17092167,0.2616402,0.82899135,-0.9100887,0.17594187,-0.24198711,1.4504056,0.90814424,2.8721137,0.72803485,0.61518407,-0.17092167,0.72803485,1.8878331,-0.663891,-1.178099,1.3081214,1.8942884,-1.7072062,0.026847934,0.03842706,0.87450147,1.6112744,-0.17092167,-0.08598071,-0.05734399,0.28626758,0.72160727,-0.5911527,-0.30980763,0.2872325,-1.3869828,0.6467031,1.612446,-0.9100887,0.667878,0.0,-2.0706594,-0.28199905,-0.28199905,0.72803485,0.04709822,0.21228214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.9829450000000004,"[68, 106, 100, 59, 68, 10, 8]",a.x > e.x and a.y > e.y and a.vy > e.vy and a.vz > e.vz and b.x < e.x and b.y < e.y and b.z < e.z and b.vx < e.vx and b.vy < e.vy and  and f.y not > c.y and f.z not > c.z and f.vx not > c.vx and  and 
"0.39404127,0.0,0.0,0.0,0.0,0.0,0.0,-0.9943922,0.8260993,-0.6925715,-0.5906557,-0.7136242,2.645703,-1.4926343,-0.77563417,1.3164357,1.2462972,1.2807684,-0.03968005,-0.61034095,1.6699722,0.9329657,0.2872325,-0.8449828,0.1466999,-0.7013677,-0.28199905,-0.663891,2.0847588,0.6467031,1.612446,0.45416978,-0.49161163,-0.6918339,-1.031584,1.6112744,2.1559265,0.44557923,-1.1649508,0.1530372,-0.80473703,0.72160727,-1.3817958,-1.7072062,0.97713107,0.76936793,0.005565719,1.2679509,0.6157803,1.0177481,-2.7854896,0.8077801,1.4051558,1.5827352,0.7016011,0.72803485,0.0,-0.8114813,-1.7178416,-0.44373274,-1.3209256,1.2807684,0.69753945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.980003125,"[47, 14, 24, 69, 98, 10, 4, 61]",a.x = c.x and a.y = c.y and a.z = c.z and a.vy = c.vy and  and d.x < a.x and d.y < a.y and d.z < a.z and d.vx < a.vx and  and e.x > a.x and e.vy > a.vy and e.vz > a.vz and f.x not > c.x and f.z not > c.z and f.vx not > c.vx and f.vy not > c.vy and f.vz not > c.vz and g.x not < c.x and g.y not < c.y and g.z not < c.z and g.vz not < c.vz and 
"0.37036026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2442859,-0.15749894,-0.5188604,1.308013,-1.788191,0.28626758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.2453336253979725,[65],
"0.37036026,0.0,0.0,0.0,0.0,0.0,0.0,0.2616402,-0.2442859,-0.15749894,-0.5188604,1.308013,-1.788191,0.28626758,-1.3576608,0.667878,-0.09954927,-0.09954927,-1.788191,0.7016011,0.2872325,0.0,-0.44373274,0.17594187,-0.08598071,-0.03968005,0.69753945,0.03842706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.125,"[65, 100, 74]",a.x > c.x and a.y > c.y and a.z > c.z and a.vx > c.vx and a.vy > c.vy and a.vz > c.vz and c.x >  583 and c.y >  64998 and c.vx >  2490 and c.vy >  13893 and c.vz >  16998
"0.37036026,0.0,0.0,0.0,0.0,0.0,0.0,0.2616402,-0.2442859,-0.15749894,-0.5188604,1.308013,-1.788191,0.28626758,-1.3576608,0.667878,-0.09954927,-0.09954927,-1.788191,0.7016011,0.2872325,1.0177481,-0.44373274,0.17594187,-0.08598071,-0.03968005,0.69753945,0.03842706,0.2616402,1.0865178,2.1559265,-0.9100887,0.45668197,-0.5906557,0.45668197,1.6112744,-0.124371804,-0.03968005,0.6157803,-0.6918339,1.3164357,2.1559265,1.0177481,-0.73816943,1.0466249,-1.4926343,0.20012566,0.47802314,-1.2230517,0.5847176,1.8942884,-0.9100887,0.8077801,-2.7854896,1.2001706,-1.1649508,-0.1648004,0.2872325,-0.28199905,1.2462972,0.45668635,0.03842706,0.46278405,0.0,0.20012566,-0.7136242,-2.7854896,-0.9100887,0.026847934,-0.8908002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.5749125,"[65, 100, 74, 61, 100, 10, 61, 73, 58]",a.x > c.x and a.y > c.y and a.z > c.z and a.vx > c.vx and a.vy > c.vy and a.vz > c.vz and b.y > h.y and b.z > h.z and b.vx > h.vx and b.vy > h.vy and b.vz > h.vz and c.x >  583 and c.y >  64998 and c.vx >  2490 and c.vy >  13893 and c.vz >  16998 and d.x = e.x and d.y = e.y and d.vx = e.vx and d.vy = e.vy and  and e.vx > h.vx and e.vy > h.vy and e.vz > h.vz and f.x not > c.x and f.y not > c.y and f.z not > c.z and f.vx not > c.vx and f.vy not > c.vy and f.vz not > c.vz and g.x = e.x and g.y = e.y and g.vx = e.vx and g.vy = e.vy and g.vz = e.vz and 
"0.37036026,0.0,0.0,0.0,0.0,0.0,0.0,0.2616402,-0.2442859,-0.15749894,-0.5188604,1.308013,-1.788191,0.28626758,-1.3576608,0.667878,-0.09954927,-0.09954927,-1.788191,0.7016011,0.2872325,1.0177481,-0.44373274,0.17594187,-0.08598071,-0.03968005,0.69753945,0.03842706,0.2616402,1.0865178,2.1559265,-0.9100887,0.45668197,-0.5906557,0.45668197,1.6112744,-0.124371804,-0.03968005,0.6157803,-0.6918339,1.3164357,2.1559265,1.0177481,-0.73816943,1.0466249,-1.4926343,0.20012566,0.47802314,-1.2230517,0.5847176,1.8942884,-0.9100887,0.8077801,-2.7854896,1.2001706,-1.1649508,-0.1648004,0.2872325,-0.28199905,1.2462972,0.45668635,0.03842706,0.46278405,-1.3817958,0.20012566,-0.7136242,-2.7854896,-0.9100887,0.026847934,-0.8908002,0.0,1.5827352,0.04709822,0.2872325,0.72803485,0.5766828,-0.73816943,0.0",4.481391250000001,"[65, 100, 74, 61, 100, 10, 61, 73, 58, 4]",a.x > c.x and a.y > c.y and a.z > c.z and a.vx > c.vx and a.vy > c.vy and a.vz > c.vz and b.y > h.y and b.z > h.z and b.vx > h.vx and b.vy > h.vy and b.vz > h.vz and c.x >  583 and c.y >  64998 and c.vx >  2490 and c.vy >  13893 and c.vz >  16998 and d.x = e.x and d.y = e.y and d.vx = e.vx and d.vy = e.vy and  and e.vx > h.vx and e.vy > h.vy and e.vz > h.vz and f.x not > c.x and f.y not > c.y and f.z not > c.z and f.vx not > c.vx and f.vy not > c.vy and f.vz not > c.vz and g.x = e.x and g.y = e.y and g.vx = e.vx and g.vy = e.vy and g.vz = e.vz and i.x < g.x and i.y < g.y and i.z < g.z and i.vx < g.vx and i.vy < g.vy and i.vz < g.vz and 
"0.670316,0.0,0.0,0.0,0.0,0.0,0.0,1.6112744,-1.7178416,-1.2230517,-0.44373274,-0.80473703,0.45668635,1.2462972,-0.010716301,0.1466999,2.1559265,-2.0706594,1.8942884,-0.34088725,1.4051558,0.0,0.44557923,0.012467928,1.8942884,-0.8114813,-0.5188604,1.9376591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.94375,"[19, 10, 53]",b.y not > c.y and b.z not > c.z and b.vx not > c.vx and b.vy not > c.vy and b.vz not > c.vz and 
"0.670316,0.0,0.0,0.0,0.0,0.0,0.0,1.6112744,-1.7178416,-1.2230517,-0.44373274,-0.80473703,0.45668635,1.2462972,-0.010716301,0.1466999,2.1559265,-2.0706594,1.8942884,-0.34088725,1.4051558,-0.010166209,0.44557923,0.012467928,1.8942884,-0.8114813,-0.5188604,1.9376591,1.6112744,0.1530372,0.9138996,0.03842706,0.21228214,0.667878,2.179264,0.86336315,1.9376591,-0.6925715,-2.7854896,0.45668635,-0.30600733,0.6876986,-0.57599825,0.6157803,-0.75572586,-1.4038866,-0.6837052,0.0010262275,0.45668635,0.09538865,-0.8449828,-1.7178416,0.17594187,-0.03968005,1.0466249,0.012467928,0.34888828,0.1530372,-1.3869828,0.45416978,0.005446672,0.21228214,0.6876986,0.8296472,-0.7529721,-0.17092167,0.45416978,-1.3209256,-1.1649508,-0.08598071,0.0,0.48705682,0.47802314,0.72803485,-0.94517195,-0.08598071,0.6157803,0.0",4.587252812499999,"[19, 10, 53, 49, 10, 57, 62, 105, 99, 64]",b.y not > c.y and b.z not > c.z and b.vx not > c.vx and b.vy not > c.vy and b.vz not > c.vz and c.x > j.x and c.y > j.y and c.vx > j.vx and c.vy > j.vy and c.vz > j.vz and d.y > f.y and d.z > f.z and d.vx > f.vx and d.vy > f.vy and d.vz > f.vz and e.x not > c.x and e.y not > c.y and e.vx not > c.vx and e.vy not > c.vy and  and f.x not = a.x and f.y not = a.y and f.z not = a.z and f.vx not = a.vx and f.vy not = a.vy and f.vz not = a.vz and g.y not > b.y and g.vx not > b.vx and g.vy not > b.vy and g.vz not > b.vz and i.x = f.x and i.y = f.y and i.z = f.z and i.vx = f.vx and i.vy = f.vy and i.vz = f.vz and 
"0.5847176,0.0,0.0,0.0,0.0,0.0,0.0,-0.30980763,-0.75572586,0.9138996,-0.7013677,0.48705682,0.15437005,-0.274198,-0.30980763,0.8260993,1.6699722,0.61518407,-0.73816943,-1.7178416,1.612446,1.6112744,-1.3209256,-0.274198,-2.0706594,-0.21310684,1.8942884,0.5766828,-1.3817958,-0.6925715,0.6157803,-0.24198711,1.0466249,-1.7072062,0.61518407,0.5847176,-1.3209256,1.3164357,1.3081214,2.1125922,1.647339,0.005446672,2.8721137,-0.5906557,0.45416978,-2.4463813,1.0865178,-0.124371804,-2.4463813,0.5847176,0.46278405,1.9376591,-1.3209256,-1.5368764,-0.7136242,0.48705682,0.0,-2.2276263,0.17272791,-0.09954927,-0.44373274,0.76936793,1.2679509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8.335,"[73, 8, 8, 10, 4, 73, 59, 73]",a.x = h.x and a.y = h.y and a.z = h.z and a.vx = h.vx and a.vz = h.vz and c.x not = b.x and c.y not = b.y and c.z not = b.z and c.vx not = b.vx and c.vy not = b.vy and c.vz not = b.vz and d.x not > c.x and d.y not > c.y and d.z not > c.z and d.vy not > c.vy and d.vz not > c.vz and e.x not < c.x and e.y not < c.y and e.z not < c.z and e.vz not < c.vz and f.x = h.x and f.z = h.z and f.vx = h.vx and f.vy = h.vy and f.vz = h.vz and g.x = d.x and g.y = d.y and g.z = d.z and g.vx = d.vx and g.vy = d.vy and g.vz = d.vz and 
"0.5847176,0.0,0.0,0.0,0.0,0.0,0.0,-0.30980763,-0.75572586,0.9138996,-0.7013677,0.48705682,0.15437005,-0.274198,-0.30980763,0.8260993,1.6699722,0.61518407,-0.73816943,-1.7178416,1.612446,1.6112744,-1.3209256,-0.274198,-2.0706594,-0.21310684,1.8942884,0.5766828,-1.3817958,-0.6925715,0.6157803,-0.24198711,1.0466249,-1.7072062,0.61518407,0.5847176,-1.3209256,1.3164357,1.3081214,2.1125922,1.647339,0.005446672,2.8721137,-0.5906557,0.45416978,-2.4463813,1.0865178,-0.124371804,-2.4463813,0.5847176,0.46278405,1.9376591,-1.3209256,-1.5368764,-0.7136242,0.48705682,2.8721137,-2.2276263,0.17272791,-0.09954927,-0.44373274,0.76936793,1.2679509,0.9329657,-0.6925715,1.4051558,0.45416978,-1.3869828,0.97713107,1.3081214,0.0,0.5830019,1.647339,-0.94517195,0.7016011,-0.25866097,-0.28199905,0.0",4.643500000000001,"[73, 8, 8, 10, 4, 73, 59, 73, 59, 69]",a.x = h.x and a.y = h.y and a.z = h.z and a.vx = h.vx and a.vz = h.vz and c.x not = b.x and c.y not = b.y and c.z not = b.z and c.vx not = b.vx and c.vy not = b.vy and c.vz not = b.vz and d.x not > c.x and d.y not > c.y and d.z not > c.z and d.vy not > c.vy and d.vz not > c.vz and e.x not < c.x and e.y not < c.y and e.z not < c.z and e.vz not < c.vz and f.x = h.x and f.z = h.z and f.vx = h.vx and f.vy = h.vy and f.vz = h.vz and g.x = d.x and g.y = d.y and g.z = d.z and g.vx = d.vx and g.vy = d.vy and g.vz = d.vz and i.y = d.y and i.z = d.z and i.vx = d.vx and i.vz = d.vz and 
"1.6112744,0.0,0.0,0.0,0.0,0.0,0.0,-0.30980763,-0.2442859,0.0010262275,0.9138996,1.2807684,-0.15749894,-0.44373274,0.0,0.46278405,-1.4038866,-0.34088725,0.1530372,0.17272791,0.1466999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.01,"[10, 8]",
