pattern,rating,events,pattern_str
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,0.0,0.24559434,-0.4240822,0.24559434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.6,"[8, 10, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and 
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,-0.43665403,0.24559434,-0.4240822,0.24559434,0.0,0.24559434,-0.4240822,-0.4240822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z < d.z and 
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,-0.43665403,0.24559434,-0.4240822,0.24559434,-0.0586551,0.24559434,-0.4240822,-0.4240822,0.0,0.24559434,-0.4240822,0.58973974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3,"[8, 10, 62, 8, 10]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and 
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,-0.43665403,0.24559434,-0.4240822,0.24559434,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.43665403,0.24559434,-0.4240822,0.58973974,0.0,0.24559434,-0.4240822,0.58973974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.8,"[8, 10, 62, 8, 10, 8]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x < f.x or e.y < f.y or e.z not > f.z and 
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,-0.43665403,0.24559434,-0.4240822,0.24559434,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.43665403,0.24559434,-0.4240822,0.58973974,-0.008598313,0.24559434,-0.4240822,0.58973974,0.0,0.24559434,-0.4240822,-0.4240822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.6,"[8, 10, 62, 8, 10, 8, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x < f.x or e.y < f.y or e.z not > f.z and f.x < g.x or f.y < g.y or f.z not > g.z and 
"-0.43665403,0.0,0.0,0.0,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.008598313,1.4465711,-0.4240822,0.58973974,-0.43665403,0.24559434,-0.4240822,0.24559434,-0.0586551,0.24559434,-0.4240822,-0.4240822,-0.43665403,0.24559434,-0.4240822,0.58973974,-0.008598313,0.24559434,-0.4240822,0.58973974,0.22281927,0.24559434,-0.4240822,-0.4240822,0.0,0.24559434,-0.4240822,-0.4240822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62, 8, 10, 8, 62, 75]",a.x < b.x or a.y < b.y or a.z < b.z and b.x >  -17839 and b.y < c.y or b.z not > c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x < f.x or e.y < f.y or e.z not > f.z and f.x < g.x or f.y < g.y or f.z not > g.z and g.x < h.x or g.y < h.y or g.z < h.z and 
"-0.057704035,0.0,0.0,0.0,-0.4377202,1.2694275,-0.42317677,1.2694275,0.0,1.1270014,-0.42317677,0.6546237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[10, 8]",a.x <  66698 and a.y < b.y or a.z <  1099 and 
"-0.43816215,0.0,0.0,0.0,-0.05733054,0.24401526,-0.42279902,-0.42279902,0.0,0.24401526,-0.42279902,-0.42279902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.34,"[8, 10]",a.x < b.x or a.y < b.y or a.z < b.z and 
"-0.43816215,0.0,0.0,0.0,-0.05733054,0.24401526,-0.42279902,-0.42279902,-0.007104888,0.24401526,-0.42279902,-0.42279902,0.0,0.24401526,-0.42279902,-0.42279902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and 
"-0.43816215,0.0,0.0,0.0,-0.05733054,0.24401526,-0.42279902,-0.42279902,-0.007104888,0.24401526,-0.42279902,-0.42279902,-0.007104888,0.24401526,-0.42279902,-0.42279902,0.0,0.24401526,-0.42279902,-0.42279902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62, 62]",a.x < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and 
"-0.43856636,0.0,0.0,0.0,-0.05699368,1.126964,-0.4224581,-0.4224581,0.0,1.126964,-0.4224581,-0.4224581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.35,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.25,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3,"[8, 10, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.056689277,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3,"[8, 10, 62, 8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.6,"[8, 10, 62, 8, 10, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62, 8, 10, 8, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and 
"-0.43894538,0.0,0.0,0.0,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.056689277,1.1269572,-0.42215553,-0.42215553,-0.43894538,1.1269572,-0.42215553,-0.42215553,-0.0063324342,1.1269572,-0.42215553,-0.42215553,-0.39803192,1.1269572,-0.42215553,-0.42215553,0.0,1.1269572,-0.42215553,-0.42215553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1,"[8, 10, 62, 8, 10, 8, 62, 99]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and g.x not < h.x or g.y < h.y or g.z < h.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.12,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.65,"[8, 10, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5,"[8, 10, 8, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.7,"[8, 10, 8, 62, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.056172326,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 8, 62, 62, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.57470405,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5,"[8, 10, 8, 62, 62, 10, 66]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and 
"-0.4396567,0.0,0.0,0.0,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.0056918827,1.1271095,-0.4217133,-0.4217133,-0.056172326,1.1271095,-0.4217133,-0.4217133,-0.57470405,1.1271095,-0.4217133,-0.4217133,-0.4396567,1.1271095,-0.4217133,-0.4217133,0.0,1.1271095,-0.4217133,-0.4217133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 8, 62, 62, 10, 66, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and d.x not < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z < g.z and g.x not < h.x or g.y < h.y or g.z < h.z and 
"-0.4399718,0.0,0.0,0.0,-0.055951975,1.1271995,-0.4215356,-0.4215356,0.0,1.1271995,-0.4215356,-0.4215356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.25,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.4399718,0.0,0.0,0.0,-0.055951975,1.1271995,-0.4215356,-0.4215356,-0.0054185465,1.1271995,-0.4215356,-0.4215356,0.0,1.1271995,-0.4215356,-0.4215356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.8,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and 
"-0.4399718,0.0,0.0,0.0,-0.055951975,1.1271995,-0.4215356,-0.4215356,-0.0054185465,1.1271995,-0.4215356,-0.4215356,-0.4399718,1.1271995,-0.4215356,-0.4215356,0.0,1.1271995,-0.4215356,0.59263384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x not < c.x or b.y < c.y or b.z < c.z and c.x not < d.x or c.y < d.y or c.z < d.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,0.0,0.24177584,-0.42124242,-0.42124242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,-0.0049429685,0.24177584,-0.42124242,-0.42124242,0.0,0.24177584,-0.42124242,-0.42124242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,-0.0049429685,0.24177584,-0.42124242,-0.42124242,-0.4407388,0.24177584,-0.42124242,-0.42124242,0.0,0.24177584,-0.42124242,-0.42124242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.1,"[8, 10, 62, 8]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,-0.0049429685,0.24177584,-0.42124242,-0.42124242,-0.4407388,0.24177584,-0.42124242,-0.42124242,-0.05561156,0.24177584,-0.42124242,-0.42124242,0.0,1.1272795,-0.42124242,-0.42124242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.8,"[8, 10, 62, 8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,-0.0049429685,0.24177584,-0.42124242,-0.42124242,-0.4407388,0.24177584,-0.42124242,-0.42124242,-0.05561156,0.24177584,-0.42124242,-0.42124242,-0.0049429685,1.1272795,-0.42124242,-0.42124242,0.0,1.1272795,-0.42124242,0.59305865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"[8, 10, 62, 8, 10, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and 
"-0.4407388,0.0,0.0,0.0,-0.05561156,1.1272795,-0.42124242,-0.42124242,-0.0049429685,0.24177584,-0.42124242,-0.42124242,-0.4407388,0.24177584,-0.42124242,-0.42124242,-0.05561156,0.24177584,-0.42124242,-0.42124242,-0.0049429685,1.1272795,-0.42124242,-0.42124242,-0.0049429685,1.1272795,-0.42124242,0.59305865,0.0,0.36169982,-0.42124242,-0.47578377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.3,"[8, 10, 62, 8, 10, 62, 62]",a.x not < b.x or a.y < b.y or a.z < b.z and b.x < c.x or b.y < c.y or b.z < c.z and c.x < d.x or c.y < d.y or c.z < d.z and d.x < e.x or d.y < e.y or d.z < e.z and e.x not < f.x or e.y < f.y or e.z < f.z and f.x not < g.x or f.y < g.y or f.z not > g.z and g.x <  45103 and 
"-0.44086507,0.0,0.0,0.0,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,[8],a.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.32,"[8, 10]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.5,"[8, 10, 8]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and b.y < c.y or b.z not > c.z and c.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,-0.004907456,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.6,"[8, 10, 8, 62]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and b.y < c.y or b.z not > c.z and c.x >  -23982 and c.y < d.y or c.z not > d.z and d.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,-0.004907456,1.4430003,-0.420705,0.5932201,-0.055744298,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,"[8, 10, 8, 62, 10]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and b.y < c.y or b.z not > c.z and c.x >  -23982 and c.y < d.y or c.z not > d.z and d.x >  -23982 and d.y < e.y or d.z not > e.z and e.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,-0.004907456,1.4430003,-0.420705,0.5932201,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.2,"[8, 10, 8, 62, 10, 8]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and b.y < c.y or b.z not > c.z and c.x >  -23982 and c.y < d.y or c.z not > d.z and d.x >  -23982 and d.y < e.y or d.z not > e.z and e.x >  -23982 and e.y < f.y or e.z not > f.z and f.x >  -23982 and 
"-0.44086507,0.0,0.0,0.0,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,-0.004907456,1.4430003,-0.420705,0.5932201,-0.055744298,1.4430003,-0.420705,0.5932201,-0.44086507,1.4430003,-0.420705,0.5932201,-0.004907456,1.4430003,-0.420705,0.5932201,0.0,1.4430003,-0.420705,0.5932201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5,"[8, 10, 8, 62, 10, 8, 62]",a.x >  -23982 and a.y < b.y or a.z not > b.z and b.x >  -23982 and b.y < c.y or b.z not > c.z and c.x >  -23982 and c.y < d.y or c.z not > d.z and d.x >  -23982 and d.y < e.y or d.z not > e.z and e.x >  -23982 and e.y < f.y or e.z not > f.z and f.x >  -23982 and f.y < g.y or f.z not > g.z and g.x >  -23982 and 
"-0.44097993,0.0,0.0,0.0,-0.05586366,1.1263319,-0.42021888,-0.42021888,0.0,1.1263319,-0.42021888,-0.42021888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4,"[8, 10]",a.x not < b.x or a.y < b.y or a.z < b.z and 
