pattern,rating,events,actions,conds,pattern_str
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.8470419999999983,"['106', '14', '54', '67', '10']","['nop', 'not v=', 'not v>', 'v>', 'not <', 'nop', 'v=', 'not not<', 'not v<', 'not vnot=', 'v>', 'not =', '>', '=', 'not>', 'vv> ', 'not >', 'not <', 'vv< ', 'not vnot<', 'vnot=', 'not =', 'v>', 'nop', 'v>']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and']",a.y not v= e.y and a.z not v> e.z or a.vx > nop and a.vy not < d.vy AND b.y = nop and b.z not not< a.z and b.vx not v< e.vx or b.vy not vnot= d.vy AND c.x > nop and c.y not = a.y or c.vx = a.vx AND d.x  54505 or d.vx  1159 AND e.x not= nop or e.z > nop and e.vy > nop
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.052929399999998,"['106', '14', '54', '67', '10', '53']","['nop', 'not v=', 'not v>', 'v>', 'not <', 'nop', 'v=', 'not not<', 'not v<', 'not vnot=', 'v>', 'not =', '>', '=', 'not>', 'vv> ', 'not >', 'not <', 'vv< ', 'not vnot<', 'vnot=', 'not =', 'v>', 'nop', 'v>', 'vnot not< ', 'not<', 'vnot=', 'vnot>', '=']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or']",a.y not v= e.y and a.z not v> e.z or a.vx > nop and a.vy not < d.vy AND b.y = nop and b.z not not< a.z and b.vx not v< e.vx or b.vy not vnot= d.vy AND c.x > nop and c.y not = a.y or c.vx = a.vx AND d.x  54505 or d.z not < f.z or d.vx  1159 AND e.x not= nop or e.y not = f.y or e.z > nop and e.vy > nop AND f.x not not<  17585 and f.z not= nop or f.vx not> nop
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.167050579999998,"['106', '14', '54', '67', '10', '53', '61']","['nop', 'not v=', 'not v>', 'v>', 'not <', 'nop', 'v=', 'not not<', 'not v<', 'not vnot=', 'v>', 'not =', '>', '=', 'not>', 'vv> ', 'not >', 'not <', 'vv< ', 'not vnot<', 'vnot=', 'not =', 'v>', 'nop', 'v>', 'vnot not< ', 'not<', 'vnot=', 'vnot>', '=', 'vnot>', '<', 'vnot< ', '>', 'not=']","['or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.y not v= e.y and a.z not v> e.z or a.vx > nop and a.vy not < d.vy AND b.y = nop and b.z not not< a.z and b.vx not v< e.vx or b.vy not vnot= d.vy AND c.x > nop and c.y not = a.y or c.vx = a.vx AND d.x  54505 and d.y not > g.y or d.z not < f.z or d.vx  1159 AND e.x not= nop or e.y not = f.y or e.z > nop and e.vy > nop AND f.x not not<  17585 and f.z not= nop or f.vx not> nop and f.vy = g.vy AND g.x not> nop or g.z not<  14099
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.083692545002377,[57],"['not>', 'v=', '=', 'not<', '>']","['and', 'and', 'or', 'and', 'or']",a.y = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12.802548367362073,"[57, 61]","['not>', 'v=', '=', 'not<', '>', 'not>', 'v>', '>', 'not>', 'not<']","['and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or']",a.y = value or a.vy > b.vy AND b.y > value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",19.610608351851837,"[57, 61, 57]","['not>', 'v=', '=', 'not<', '>', 'not>', 'v>', '>', 'not>', 'not<', 'not>', '>', 'not<', 'not=', 'not<']","['and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and']",a.y = value and a.z = c.z or a.vy > b.vy AND b.x not> a.x and b.y > value and b.z > c.z
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22.414435952179417,"[57, 61, 57, 61]","['not>', 'v=', '=', 'not<', '>', 'not>', 'v>', '>', 'not>', 'not<', 'not>', '>', 'not<', 'not=', 'not<', '>', '>', '<', 'not<', 'not<']","['and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and']",a.y = value and a.z = c.z or a.vy > b.vy AND b.x not> a.x and b.y > value and b.z > c.z or b.vy not< d.vy AND c.y > a.y or c.vy not< a.vy
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.943333547474218,[53],"['vnot=', 'v=', 'vnot<', 'v=', 'not>']","['and', 'or', 'or', 'and', 'or']",a.x not= value and a.y = value or a.z not< value or a.vx = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17.456017808167623,"[53, 75, 53]","['vnot=', 'v=', 'vnot<', 'v=', 'not>', 'vnot<', 'v<', 'not=', 'v<', '=', 'not>', '>', 'v>', 'v=', 'not<']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.x not= value and a.y = value or a.z not< value or a.vx = value AND b.x not< value or b.y < value or b.vx < value AND c.z > value and c.vx = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.964396237430892,[23],"['<', 'vnot>', 'v=', 'vnot=', 'vnot<']","['or', 'or', 'or', 'or', 'and']",a.y not> value or a.z = value or a.vx not= value or a.vy not< value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13.737239210208248,"[23, 13]","['<', 'vnot>', 'v=', 'vnot=', 'vnot<', '<', 'vnot>', 'not>', 'not=', 'not=']","['or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and']",a.y not> value or a.z = value or a.vx not= value or a.vy not< value AND b.y not> value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20.141044178444805,"[23, 13, 23]","['<', 'vnot>', 'v=', 'vnot=', 'vnot<', '<', 'vnot>', 'not>', 'not=', 'not=', '=', '>', '<', '=', 'not<']","['or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and']",a.y not> value or a.z = value or a.vx not= value or a.vy not< value AND b.x < c.x or b.y not> value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20.09017419948739,"[23, 13, 23, 13]","['<', 'vnot>', 'v=', 'vnot=', 'vnot<', '<', 'vnot>', 'not>', 'not=', 'not=', '=', '>', '<', '=', 'not<', 'v=', '>', 'vnot<', 'v=', 'not<']","['or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.y not> value or a.z = value or a.vx not= value or a.vy not< value AND b.x < c.x or b.y not> value or b.vy not= d.vy AND c.y > a.y or c.z < a.z and c.vy not< a.vy AND d.x = value and d.z not< value or d.vx = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.120189860213519,[53],"['vnot>', 'vnot>', '=', 'vnot>', '=']","['or', 'or', 'and', 'and', 'and']",a.x not> value or a.y not> value or a.vx not> value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11.186110354474668,"[53, 61]","['vnot>', 'vnot>', '=', 'vnot>', '=', 'not=', 'not<', 'not=', 'vnot=', 'vnot<']","['or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",a.x not> value or a.y not> value or a.vx not> value AND b.vx not= value or b.vy not< value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",25.33814329281899,"[53, 61, 53, 61]","['vnot>', 'vnot>', '=', 'vnot>', '=', 'not=', 'not<', 'not=', 'vnot=', 'vnot<', 'not=', '>', 'vnot<', '>', 'not<', '<', '>', 'v=', '=', 'not<']","['or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'or', 'or']",a.x not> value or a.y not> value or a.z = d.z and a.vx not> value AND b.y not< a.y or b.vx not= value or b.vy not< value AND c.y > a.y and c.z not< value or c.vy not< a.vy AND d.z = value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.2327463047108,[71],"['v=', '>', '>', '<', 'vnot=']","['or', 'or', 'and', 'and', 'and']",a.x = value or a.vy not= value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13.37136553322594,"[71, 61]","['v=', '>', '>', '<', 'vnot=', 'vnot>', '>', '>', 'v>', 'vnot=']","['or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.x = value or a.vy not= value AND b.x not> value or b.vx > value or b.vy not= value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18.586641903130825,"[71, 61, 71]","['v=', '>', '>', '<', 'vnot=', 'vnot>', '>', '>', 'v>', 'vnot=', 'vnot=', '>', 'not<', 'vnot>', 'not<']","['or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.x = value or a.vx < c.vx and a.vy not= value AND b.x not> value or b.vx > value or b.vy not= value AND c.x not= value or c.vx not> value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.208166471971722,[57],"['not=', 'v<', 'not=', '<', 'not>']","['and', 'or', 'or', 'or', 'and']",a.y < value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20.605861688807856,"[57, 47, 57]","['not=', 'v<', 'not=', '<', 'not>', 'vnot>', 'v>', 'not=', 'vnot<', 'vnot<', 'not>', '>', '=', 'not<', 'not<']","['and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or']",a.x not= c.x and a.y < value AND b.x not> value or b.y > value and b.vx not< value and b.vy not< value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",24.430283484790557,"[57, 47, 57, 47]","['not=', 'v<', 'not=', '<', 'not>', 'vnot>', 'v>', 'not=', 'vnot<', 'vnot<', 'not>', '>', '=', 'not<', 'not<', 'v>', '>', '>', 'vnot=', 'not<']","['and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or']",a.x not= c.x and a.y < value or a.z not= d.z AND b.x not> value or b.y > value and b.vx not< value and b.vy not< value AND c.y > a.y or c.vy not< a.vy AND d.x > value or d.vx not= value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.649361648746408,[61],"['vnot=', 'not=', '>', 'vnot<', 'not<']","['or', 'or', 'and', 'and', 'or']",a.x not= value or a.vx not< value
"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12.63208857350602,"[61, 23]","['vnot=', 'not=', '>', 'vnot<', 'not<', 'not=', 'v<', 'vnot<', '>', 'v<']","['or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and']",a.x not= value or a.vx not< value AND b.y < value or b.z not< value and b.vy < value
