pattern,rating,events,actions,conds,pattern_str
"-0.63017553,0.0,0.0,0.0,0.0,0.0,1.8263589,-0.38903478,-0.8798203,1.8806994,0.9132071,0.013255459,-0.61118454,-1.4635303,2.0280106,0.6991559,1.1357142,-0.22864158,-0.52079463,-0.9125052,-1.5969712,0.2625125,-0.19012664,-0.70908755,0.86294264,-0.4287102,-2.2016048,0.0846168,-2.2744007,0.28321254,-0.07193202,1.1357142,0.6152438,2.1452205,-0.96698713,-0.44023892,-1.1147058,-1.5969712,0.29761323,0.35354513,1.8806994,0.32019696,0.3562111,0.32362935,1.809529,-0.9956654,1.4327127,-0.28081718,0.0,0.485384,0.5106842,1.043452,0.4821025,0.56458545,0.0",4.58984375,"[8, 58, 99, 69, 28, 106, 59, 97]","['v< ', 'nop', 'nop', 'v-> ', '=', 'v+> ', 'vnot *= ', 'vnot +> ', 'not <', 'vnot > ', 'v-> ', '<', 'vnot +> ', '>', 'nop', '=', '>', '>', 'not >', '=', 'not <', 'v-> ', 'nop', 'not =', 'not >', '<', 'nop', 'nop', '=', 'v= ', 'not >', 'v+> ', '<', 'v+> ', '=', 'v-> ', 'vnot *= ', 'v-> ', 'nop', 'vnot > ']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and']",a.x <  53631 and a.vx ->  b.vx + 13111 and a.vy = b.vy AND b.z not +>  e.z + 508 and b.vx not < h.vx and b.vy not >  10258 AND c.y < f.y and c.z not +>  h.z + 6522 and c.vx > f.vx AND d.x = e.x and d.y > b.y or d.z > a.z and d.vx not > c.vx and d.vy = f.vy AND e.x not < h.x and e.y ->  c.y + 16549 or e.vy not > h.vy AND f.vx = c.vx or f.vy =  3685 AND g.x not > c.x or g.y +>  e.y + 3239 or g.z < c.z or g.vx +>  h.vx + 12632 and g.vy = h.vy AND h.vy not >  9363
"-0.63017553,0.0,0.0,0.0,0.0,0.0,0.0,-0.48009828,1.4327127,1.043452,-1.7144457,1.4001973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4365727811287807,[8],"['v+> ', 'v+> ', 'v-> ', 'nop', 'not >']","['and', 'and', 'or', 'and', 'or']",
"-0.63017553,0.0,0.0,0.0,0.0,0.0,1.159651,-0.48009828,1.4327127,1.043452,-1.7144457,1.4001973,0.7956439,-1.693955,-0.90468484,-0.5823657,-0.3777428,1.7350619,0.30309898,0.64190054,-0.26380953,0.19608383,-0.49465093,0.7291659,0.0,-2.1526968,1.2417701,-2.1526968,1.043452,1.7086998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.547499999999999,"[8, 10, 68, 38]","['v+> ', 'v+> ', 'v-> ', 'nop', 'not >', 'vnot -> ', 'vnot -> ', 'nop', 'vnot = ', 'not <', 'nop', '<', 'nop', 'vnot *= ', 'v*= ', 'vnot *= ', '=', 'vnot *= ', 'v-> ', 'not >']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",b.x not ->  a.x + 68866 or b.vx not =  4281 AND c.y < d.y or c.vy not = b.vy + 6581
"-0.63017553,0.0,0.0,0.0,0.0,0.0,1.159651,-0.48009828,1.4327127,1.043452,-1.7144457,1.4001973,0.7956439,-1.693955,-0.90468484,-0.5823657,-0.3777428,1.7350619,0.30309898,0.64190054,-0.26380953,0.19608383,-0.49465093,0.7291659,0.27376038,-2.1526968,1.2417701,-2.1526968,1.043452,1.7086998,0.0,0.37381083,0.40464753,2.6439266,1.4327127,-1.3814194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.842749999999999,"[8, 10, 68, 38, 49]","['v+> ', 'v+> ', 'v-> ', 'nop', 'not >', 'vnot -> ', 'vnot -> ', 'nop', 'vnot = ', 'not <', 'nop', '<', 'nop', 'vnot *= ', 'v*= ', 'vnot *= ', '=', 'vnot *= ', 'v-> ', 'not >', 'vnot *= ', 'not =', 'nop', 'v+> ', 'v-> ']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or']",a.z ->  e.z + 13604 or a.vy not > e.vy AND b.x not ->  a.x + 68866 or b.y not ->  e.y + 96238 or b.vx not =  4281 AND c.y < d.y or c.vy not = b.vy + 6581 AND d.y = e.y or d.vx ->  e.vx + 1379
"-0.63017553,0.0,0.0,0.0,0.0,0.0,1.159651,-0.48009828,1.4327127,1.043452,-1.7144457,1.4001973,0.7956439,-1.693955,-0.90468484,-0.5823657,-0.3777428,1.7350619,0.30309898,0.64190054,-0.26380953,0.19608383,-0.49465093,0.7291659,0.27376038,-2.1526968,1.2417701,-2.1526968,1.043452,1.7086998,-0.3358107,0.37381083,0.40464753,2.6439266,1.4327127,-1.3814194,0.0,1.2587321,-0.2076262,0.76293033,-1.5541923,-2.0839646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.309374999999999,"[8, 10, 68, 38, 49, 40]","['v+> ', 'v+> ', 'v-> ', 'nop', 'not >', 'vnot -> ', 'vnot -> ', 'nop', 'vnot = ', 'not <', 'nop', '<', 'nop', 'vnot *= ', 'v*= ', 'vnot *= ', '=', 'vnot *= ', 'v-> ', 'not >', 'vnot *= ', 'not =', 'nop', 'v+> ', 'v-> ', 'nop', 'nop', 'nop', '<', 'vnot *= ']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and']",a.x +>  f.x + 52986 and a.z ->  e.z + 13604 or a.vy not > e.vy AND b.x not ->  a.x + 68866 or b.y not ->  e.y + 96238 or b.vx not =  4281 AND c.y < d.y or c.vx = f.vx * 10208 or c.vy not = b.vy + 6581 AND d.y = e.y or d.vx ->  e.vx + 1379 or d.vy not > f.vy AND e.x = c.x * 59047 or e.y not = b.y and e.vy ->  a.vy + 11862
"-0.63017553,0.0,0.0,0.0,0.0,0.0,1.159651,-0.48009828,1.4327127,1.043452,-1.7144457,1.4001973,0.7956439,-1.693955,-0.90468484,-0.5823657,-0.3777428,1.7350619,0.30309898,0.64190054,-0.26380953,0.19608383,-0.49465093,0.7291659,0.27376038,-2.1526968,1.2417701,-2.1526968,1.043452,1.7086998,-0.3358107,0.37381083,0.40464753,2.6439266,1.4327127,-1.3814194,-0.61118454,1.2587321,-0.2076262,0.76293033,-1.5541923,-2.0839646,-0.52079463,0.01580839,-0.39213043,0.8266925,1.4327127,0.37381083,0.0,-0.3890854,1.6138422,1.3860133,0.54519814,2.008694,0.0",5.83984375,"[8, 10, 68, 38, 49, 40, 99, 69]","['v+> ', 'v+> ', 'v-> ', 'nop', 'not >', 'vnot -> ', 'vnot -> ', 'nop', 'vnot = ', 'not <', 'nop', '<', 'nop', 'vnot *= ', 'v*= ', 'vnot *= ', '=', 'vnot *= ', 'v-> ', 'not >', 'vnot *= ', 'not =', 'nop', 'v+> ', 'v-> ', 'nop', 'nop', 'nop', '<', 'vnot *= ', 'vnot +> ', 'v+> ', 'vnot *= ', 'nop', 'nop', 'nop', 'nop', 'vnot -> ', 'not >', 'nop']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'and']",a.x +>  f.x + 52986 and a.y +>  h.y + 44125 and a.z ->  e.z + 13604 or a.vy not > e.vy AND b.x not ->  a.x + 68866 or b.y not ->  e.y + 96238 or b.vx not =  4281 and b.vy not < h.vy AND c.y < d.y or c.vx = f.vx * 10208 or c.vy not = b.vy + 6581 AND d.x = g.x * 36357 and d.y = e.y or d.z = g.z * 8674 and d.vx ->  e.vx + 1379 or d.vy not > f.vy AND e.x = c.x * 59047 or e.y not = b.y and e.vx +>  h.vx + 12574 and e.vy ->  a.vy + 11862 AND f.vx < a.vx and f.vy = c.vy * 15569 AND g.y +>  c.y + 65908 and g.z = d.z * 7348
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.0,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.2355918109997919,[98],"['>', 'nop', 'vnot +> ', 'nop', 'nop']","['or', 'and', 'or', 'and', 'or']",
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,0.0,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9499999999999997,"[98, 49]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or']",a.z not +>  b.z + 9900
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,-0.07193202,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,0.0,-0.20938258,1.4865133,-0.28875363,0.35354513,0.5865079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.5250000000000004,"[98, 49, 106]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ', 'nop', 'nop', 'vnot -> ', '>', 'nop']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and']",a.z not +>  b.z + 9900
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,-0.07193202,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,-0.10840518,-0.20938258,1.4865133,-0.28875363,0.35354513,0.5865079,-0.3358107,0.1015092,0.013255459,-0.49465093,0.12869886,0.013255459,0.0,-0.9998135,0.28321254,-0.25710666,0.98235387,0.9169158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.59275,"[98, 49, 106, 14, 40]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ', 'nop', 'nop', 'vnot -> ', '>', 'nop', 'not <', '=', 'nop', 'nop', 'nop', '=', '=', 'v+> ', 'nop', 'v+> ']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or']",a.z not +>  b.z + 9900 AND b.z not > d.z AND c.vx > e.vx AND d.y = b.y
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,-0.07193202,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,-0.10840518,-0.20938258,1.4865133,-0.28875363,0.35354513,0.5865079,-0.3358107,0.1015092,0.013255459,-0.49465093,0.12869886,0.013255459,0.7956439,-0.9998135,0.28321254,-0.25710666,0.98235387,0.9169158,0.0,0.51755685,0.14747588,-0.27397308,0.5059337,-0.26380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.399374999999999,"[98, 49, 106, 14, 40, 68]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ', 'nop', 'nop', 'vnot -> ', '>', 'nop', 'not <', '=', 'nop', 'nop', 'nop', '=', '=', 'v+> ', 'nop', 'v+> ', '>', 'vnot *= ', '<', 'not >', '<']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or']",a.z not +>  b.z + 9900 AND b.z not > d.z AND c.z not ->  f.z + 5281 and c.vx > e.vx AND d.y = b.y AND e.y = f.y or e.vy +>  d.vy + 10417
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,-0.07193202,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,-0.10840518,-0.20938258,1.4865133,-0.28875363,0.35354513,0.5865079,-0.3358107,0.1015092,0.013255459,-0.49465093,0.12869886,0.013255459,0.7956439,-0.9998135,0.28321254,-0.25710666,0.98235387,0.9169158,-0.67051333,0.51755685,0.14747588,-0.27397308,0.5059337,-0.26380953,0.0,1.5391775,0.46736476,1.1357142,1.6138422,0.28686255,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.5796875000000004,"[98, 49, 106, 14, 40, 68, 13]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ', 'nop', 'nop', 'vnot -> ', '>', 'nop', 'not <', '=', 'nop', 'nop', 'nop', '=', '=', 'v+> ', 'nop', 'v+> ', '>', 'vnot *= ', '<', 'not >', '<', 'vnot *= ', 'nop', 'not <', 'vnot -> ', '=']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and']",a.z not +>  b.z + 9900 AND b.z not > d.z AND c.z not ->  f.z + 5281 and c.vx > e.vx AND d.x not < g.x or d.y = b.y AND e.x = g.x and e.y = f.y or e.z +>  g.z + 10232 and e.vy +>  d.vy + 10417 AND f.y = d.y * 76258 or f.z < b.z or f.vy < d.vy
"-1.1175811,0.0,0.0,0.0,0.0,0.0,0.27376038,0.0024174405,1.5391775,-1.5555352,0.54282004,0.5059337,-0.07193202,-0.014071256,2.1452205,2.7419603,2.86337,2.0280106,-0.10840518,-0.20938258,1.4865133,-0.28875363,0.35354513,0.5865079,-0.3358107,0.1015092,0.013255459,-0.49465093,0.12869886,0.013255459,0.7956439,-0.9998135,0.28321254,-0.25710666,0.98235387,0.9169158,-0.67051333,0.51755685,0.14747588,-0.27397308,0.5059337,-0.26380953,-1.3985066,1.5391775,0.46736476,1.1357142,1.6138422,0.28686255,0.0,2.7419603,1.8517159,0.28187758,0.1645761,0.19608383,0.0",2.33984375,"[98, 49, 106, 14, 40, 68, 13, 105]","['>', 'nop', 'vnot +> ', 'nop', 'nop', '<', '=', 'not >', 'nop', 'vnot *= ', 'nop', 'nop', 'vnot -> ', '>', 'nop', 'not <', '=', 'nop', 'nop', 'nop', '=', '=', 'v+> ', 'nop', 'v+> ', '>', 'vnot *= ', '<', 'not >', '<', 'vnot *= ', 'nop', 'not <', 'vnot -> ', '=', 'not >', 'vnot *= ', 'not <', 'not <', '>']","['or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and']",a.x > h.x or a.z not +>  b.z + 9900 AND b.z not > d.z AND c.z not ->  f.z + 5281 and c.vx > e.vx AND d.x not < g.x or d.y = b.y AND e.x = g.x and e.y = f.y or e.z +>  g.z + 10232 and e.vy +>  d.vy + 10417 AND f.x > h.x and f.y = d.y * 76258 or f.z < b.z or f.vy < d.vy AND g.x = b.x * 91509 and g.z not < h.z and g.vx not ->  h.vx + 10660 and g.vy = a.vy
"-0.9622007,0.0,0.0,0.0,0.0,0.0,0.0,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9811151644696623,[71],"['>', 'nop', 'nop', 'v+> ', 'vnot *= ']","['and', 'or', 'or', 'and', 'and']",
"-0.9622007,0.0,0.0,0.0,0.0,0.0,-0.07193202,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,0.0,-0.25710666,0.5865079,-2.2471738,0.56458545,-1.077449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.199999999999999,"[71, 106]","['>', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v+> ', '>', 'vnot -> ', 'vnot > ', 'nop']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or']",a.vy = b.vy * 18290 AND b.vx not >  14843
"-0.9622007,0.0,0.0,0.0,0.0,0.0,-0.07193202,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,-1.3985066,-0.25710666,0.5865079,-2.2471738,0.56458545,-1.077449,0.0,0.9573027,0.9169158,0.28187758,0.39239728,-0.28081718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.615,"[71, 106, 105]","['>', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v+> ', '>', 'vnot -> ', 'vnot > ', 'nop', 'not >', 'nop', 'not <', 'vnot +> ', '=']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.vy = b.vy * 18290 AND b.vx not >  14843
"-0.9622007,0.0,0.0,0.0,0.0,0.0,-0.07193202,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,-1.3985066,-0.25710666,0.5865079,-2.2471738,0.56458545,-1.077449,0.86294264,0.9573027,0.9169158,0.28187758,0.39239728,-0.28081718,-0.3358107,0.56458545,-0.29587504,0.9836511,2.6439266,0.88613844,0.0,0.01580839,0.7014896,1.043452,0.43988803,-1.9078034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.390750000000001,"[71, 106, 105, 28, 40]","['>', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v+> ', '>', 'vnot -> ', 'vnot > ', 'nop', 'not >', 'nop', 'not <', 'vnot +> ', '=', 'vnot > ', 'v+> ', 'vnot +> ', 'not =', '=', 'vnot +> ', 'not =', 'v-> ', 'v-> ', 'nop']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or']",a.vx +>  d.vx + 17673 and a.vy = b.vy * 18290 AND b.z not ->  d.z + 7988 or b.vx not >  14843 AND c.x not > d.x or c.vx not +>  e.vx + 5199 AND d.x not >  59895 and d.y +>  e.y + 47361
"-0.9622007,0.0,0.0,0.0,0.0,0.0,-0.07193202,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,-1.3985066,-0.25710666,0.5865079,-2.2471738,0.56458545,-1.077449,0.86294264,0.9573027,0.9169158,0.28187758,0.39239728,-0.28081718,-0.3358107,0.56458545,-0.29587504,0.9836511,2.6439266,0.88613844,1.159651,0.01580839,0.7014896,1.043452,0.43988803,-1.9078034,0.0,-0.8798203,0.01966283,0.01966283,-0.8798203,3.2103708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.899374999999999,"[71, 106, 105, 28, 40, 10]","['>', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v+> ', '>', 'vnot -> ', 'vnot > ', 'nop', 'not >', 'nop', 'not <', 'vnot +> ', '=', 'vnot > ', 'v+> ', 'vnot +> ', 'not =', '=', 'vnot +> ', 'not =', 'v-> ', 'v-> ', 'nop', 'nop', 'v+> ', 'v+> ', 'nop', 'nop']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and']",a.vx +>  d.vx + 17673 and a.vy = b.vy * 18290 AND b.z not ->  d.z + 7988 or b.vx not >  14843 AND c.x not > d.x or c.vx not +>  e.vx + 5199 AND d.x not >  59895 and d.y +>  e.y + 47361 and d.z not +>  f.z + 6243 AND e.y not = a.y
"-0.9622007,0.0,0.0,0.0,0.0,0.0,-0.07193202,0.5865079,-1.693955,-1.1839782,-0.71587425,1.5391775,-1.3985066,-0.25710666,0.5865079,-2.2471738,0.56458545,-1.077449,0.86294264,0.9573027,0.9169158,0.28187758,0.39239728,-0.28081718,-0.3358107,0.56458545,-0.29587504,0.9836511,2.6439266,0.88613844,1.159651,0.01580839,0.7014896,1.043452,0.43988803,-1.9078034,1.058852,-0.8798203,0.01966283,0.01966283,-0.8798203,3.2103708,0.83593535,-0.0821031,-1.1839782,0.13408443,-1.0664036,-0.92596424,0.0,1.4327127,1.6350516,1.2535046,1.8454858,-0.19012664,0.0",7.66984375,"[71, 106, 105, 28, 40, 10, 66, 24]","['>', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v+> ', '>', 'vnot -> ', 'vnot > ', 'nop', 'not >', 'nop', 'not <', 'vnot +> ', '=', 'vnot > ', 'v+> ', 'vnot +> ', 'not =', '=', 'vnot +> ', 'not =', 'v-> ', 'v-> ', 'nop', 'nop', 'v+> ', 'v+> ', 'nop', 'nop', 'v*= ', 'v-> ', '<', 'nop', 'vnot +> ', 'nop', 'nop', 'nop', 'nop', '>']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'or']",a.x > g.x and a.vx +>  d.vx + 17673 and a.vy = b.vy * 18290 AND b.x +>  g.x + 29102 and b.y > g.y and b.z not ->  d.z + 7988 or b.vx not >  14843 AND c.x not > d.x or c.z not < g.z and c.vx not +>  e.vx + 5199 or c.vy = h.vy AND d.x not >  59895 and d.y +>  e.y + 47361 and d.z not +>  f.z + 6243 and d.vx not = g.vx AND e.x not +>  g.x + 29662 or e.y not = a.y or e.vx ->  h.vx + 5496 AND f.y +>  h.y + 10692 or f.z +>  h.z + 1764 AND g.x not = c.x + 53711 or g.y ->  b.y + 18152 or g.z < h.z and g.vy not +>  b.vy + 14432
"-0.07193202,0.0,0.0,0.0,0.0,0.0,0.0,1.3860133,-1.3020434,0.7291659,0.28686255,0.050562963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9893285495705864,[106],"['vnot -> ', 'nop', 'v*= ', '=', 'nop']","['or', 'and', 'or', 'and', 'or']",
"-0.07193202,0.0,0.0,0.0,0.0,0.0,-0.63017553,1.3860133,-1.3020434,0.7291659,0.28686255,0.050562963,0.0,0.46736476,0.43988803,0.8667575,-0.22864158,-1.1245853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.239999999999999,"[106, 8]","['vnot -> ', 'nop', 'v*= ', '=', 'nop', 'not <', 'v-> ', 'v< ', 'vnot > ', 'not =']","['or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or']",a.z not = b.z + 13706 AND b.z <  13883 or b.vx not >  18336
"-0.07193202,0.0,0.0,0.0,0.0,0.0,-0.63017553,1.3860133,-1.3020434,0.7291659,0.28686255,0.050562963,0.21645445,0.46736476,0.43988803,0.8667575,-0.22864158,-1.1245853,0.0,-0.25710666,0.16229391,-0.38903478,0.43988803,-1.4521983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.945,"[106, 8, 53]","['vnot -> ', 'nop', 'v*= ', '=', 'nop', 'not <', 'v-> ', 'v< ', 'vnot > ', 'not =', 'nop', '<', 'nop', 'v-> ', 'vnot *= ']","['or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.z not = b.z + 13706 AND b.x not < c.x or b.z <  13883 or b.vx not >  18336
